schema_version,run_id,timestamp_unix,benchmark,area,dataset_name,dataset_bytes,dataset_sha256,input_size,language,language_version,library,library_version,flags,warmup,trials,min_ns,median_ns,mean_ns,p95_ns,throughput,throughput_unit,peak_rss_kb,cgroup_peak_kb,alloc_bytes,alloc_count,working_set_kb,status,check_ok,notes,variant
1,20260625-161331,,example,scaffold,,-1,,-1,cajeta,,,,--release -O3 -march=native,20,200,280,350,389,581,,,3080,-1,0,-1,152,ok,true,,
1,20260625-161331,,sum,selftest,,-1,,-1,cajeta,,,,--release -O3 -march=native,5,50,6682,6733,6740,6813,,,3080,-1,0,-1,0,ok,true,,
1,20260625-161331,,variant-demo,selftest,,-1,,-1,cajeta,,,,--release -O3 -march=native,3,20,30,30,35,80,,,3080,-1,0,-1,0,ok,true,,small
1,20260625-161331,,variant-demo,selftest,,-1,,-1,cajeta,,,,--release -O3 -march=native,3,20,30,30,33,41,,,3084,-1,0,-1,0,ok,true,,large
1,20260625-161331,,json-tokenize,codec,,-1,,631514,cajeta,,,,--release -O3 -march=native,10,50,603629,612998,628306,687637,,,4096,-1,633586,-1,404,ok,true,,twitter
1,20260625-161331,,json-tokenize,codec,,-1,,1727204,cajeta,,,,--release -O3 -march=native,10,50,1508789,1517256,1520079,1544256,,,6892,-1,1729276,-1,2116,ok,true,,citm_catalog
1,20260625-161331,,json-tokenize,codec,,-1,,2251051,cajeta,,,,--release -O3 -march=native,10,50,2482287,2496674,2499384,2520289,,,9000,-1,2253123,-1,3708,ok,true,,canada
1,20260625-161331,,json-bind-skip,codec,,-1,,631514,cajeta,,,,--release -O3 -march=native,10,50,172658,173860,174657,178669,,,9000,-1,3157650,-1,2812,ok,true,,twitter
1,20260625-161331,,json-bind-skip,codec,,-1,,1727204,cajeta,,,,--release -O3 -march=native,10,50,450832,454559,454782,458566,,,11552,-1,8636100,-1,0,ok,true,,citm_catalog
1,20260625-161331,,json-bind-skip,codec,,-1,,2251051,cajeta,,,,--release -O3 -march=native,10,50,800342,805332,807335,826281,,,14116,-1,11255335,-1,0,ok,true,,canada
1,20260625-161331,,json-dom,codec,,-1,,631514,cajeta,,,,--release -O3 -march=native,5,30,2330143,2662109,2591259,2847018,,,209028,-1,5018707,-1,174212,ok,true,,twitter
1,20260625-161331,,json-dom,codec,,-1,,1727204,cajeta,,,,--release -O3 -march=native,5,30,6531700,6828690,6885984,7153692,,,907564,-1,16991233,-1,584184,ok,true,,citm_catalog
1,20260625-161331,,json-dom,codec,,-1,,2251051,cajeta,,,,--release -O3 -march=native,5,30,16731039,17276026,17251998,17461215,,,2885368,-1,46318509,-1,1668716,ok,true,,canada
1,20260625-161331,,json-serialize,codec,,-1,,631514,cajeta,,,,--release -O3 -march=native,5,30,1057035,1137286,1182493,1467619,,,3237864,-1,6538250,-1,237388,ok,true,,twitter
1,20260625-161331,,json-serialize,codec,,-1,,1727204,cajeta,,,,--release -O3 -march=native,5,30,2507351,2985271,3196127,4319486,,,4119700,-1,18542232,-1,693212,ok,true,,citm_catalog
1,20260625-161331,,json-serialize,codec,,-1,,2251051,cajeta,,,,--release -O3 -march=native,5,30,9715270,10960878,11021063,13015038,,,6419112,-1,51809116,-1,1806168,ok,true,,canada
1,20260625-161331,,json-roundtrip,codec,,-1,,631514,cajeta,,,,--release -O3 -march=native,5,30,6015225,6191066,6198250,6405540,,,6960304,-1,10927373,-1,411732,ok,true,,twitter
1,20260625-161331,,json-roundtrip,codec,,-1,,1727204,cajeta,,,,--release -O3 -march=native,5,30,15147102,15950726,16233834,17817664,,,8466088,-1,33806257,-1,1277448,ok,true,,citm_catalog
1,20260625-161331,,json-roundtrip,codec,,-1,,2251051,cajeta,,,,--release -O3 -march=native,5,30,42472001,44750925,44464230,45733696,,,12487964,-1,95876566,-1,3408924,ok,true,,canada
1,20260625-161331,,json-conformance,codec,,-1,,14,cajeta,,,,--release -O3 -march=native,3,20,15069,18135,18271,23344,,,12602908,-1,38727,-1,892,ok,true,,
1,20260625-161331,,base64-encode,codec,,-1,,1048576,cajeta,,,,--release -O3 -march=native,20,100,901609,915886,931463,976841,,,12767864,-1,0,-1,136560,ok,true,,
1,20260625-161331,,base64-decode,codec,,-1,,1048576,cajeta,,,,--release -O3 -march=native,20,100,1163071,1175095,1190298,1252340,,,12894532,-1,1048584,-1,102416,ok,true,,
1,20260625-161331,,arraylist-append,collection,,-1,,100000,cajeta,,,,--release -O3 -march=native,5,50,177584,180119,187113,235033,,,12945516,-1,1048624,-1,45356,ok,true,,
1,20260625-161331,,hashmap-int,collection,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,465307,481457,493773,540709,,,12991264,-1,1310760,-1,38420,ok,true,,
1,20260625-161331,,hashmap-string,collection,,-1,,30000,cajeta,,,,--release -O3 -march=native,5,30,2098835,2177734,2180194,2252885,,,13114932,-1,1179688,-1,104892,ok,true,,
1,20260625-161331,,hashset-dedup,collection,,-1,,100000,cajeta,,,,--release -O3 -march=native,5,30,1238273,1301853,1298356,1397484,,,13208068,-1,2621280,-1,76820,ok,true,,
1,20260625-161331,,linkedlist-insert-traverse,collection,,-1,,40000,cajeta,,,,--release -O3 -march=native,5,30,637321,652650,665670,709958,,,13276292,-1,0,-1,56268,ok,true,,
1,20260625-161331,,heap-sort,collection,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,3986993,4037628,4038859,4090688,,,13294148,-1,524328,-1,13684,ok,true,,
1,20260625-161331,,redblacktree-insert-lookup,collection,,-1,,20000,cajeta,,,,--release -O3 -march=native,3,20,1919847,2050484,2039084,2126467,,,13323384,-1,0,-1,25012,ok,true,,
1,20260625-161331,,sort-int64,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,559191,568799,574859,623802,,,13338728,-1,400008,-1,11736,ok,true,,random
1,20260625-161331,,sort-int64,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,62675,64508,69860,118430,,,13353216,-1,400008,-1,11736,ok,true,,ascending
1,20260625-161331,,sort-int64,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,72691,75386,79188,131381,,,13367704,-1,400008,-1,11736,ok,true,,descending
1,20260625-161331,,sort-int64,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,130692,133598,137145,186919,,,13382188,-1,400008,-1,11736,ok,true,,dups
1,20260625-161331,,sort-f64,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,467749,479131,484563,532731,,,13396692,-1,400008,-1,11736,ok,true,,
1,20260625-161331,,sort-stable-int64,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,1499216,1524263,1526796,1572303,,,13424852,-1,800016,-1,23456,ok,true,,
1,20260625-161331,,binary-search,sort,,-1,,50000,cajeta,,,,--release -O3 -march=native,5,30,3475799,3513160,3509670,3546924,,,13425668,-1,0,-1,16,ok,true,,
1,20260625-161331,,string-build-concat,string,,-1,,4000,cajeta,,,,--release -O3 -march=native,5,30,2124,2364,2452,3276,,,13426124,-1,12120,-1,380,ok,true,,
1,20260625-161331,,string-search,string,,-1,,360448,cajeta,,,,--release -O3 -march=native,10,50,4127,4228,4206,4318,,,13426892,-1,0,-1,16,ok,true,,
1,20260625-161331,,string-replace,string,,-1,,360448,cajeta,,,,--release -O3 -march=native,10,50,142428,144602,148309,178156,,,13450196,-1,385032,-1,18820,ok,true,,
1,20260625-161331,,string-uppercase,string,,-1,,360448,cajeta,,,,--release -O3 -march=native,10,50,48110,50044,52414,53561,,,13472436,-1,360456,-1,17620,ok,true,,
1,20260625-161331,,xxhash3,hash,,-1,,1048576,cajeta,,,,--release -O3 -march=native,20,100,6702,6863,7057,8166,,,13473872,-1,200,-1,36,ok,true,,
1,20260625-161331,,xxhash3-256k,hash,,-1,,262144,cajeta,,,,--release -O3 -march=native,30,200,1623,1643,1897,2124,,,13474224,-1,200,-1,56,ok,true,,
1,20260625-161331,,xxhash3_128,hash,,-1,,1048576,cajeta,,,,--release -O3 -march=native,20,100,6613,6773,6884,7695,,,13475308,-1,200,-1,36,ok,true,,
1,20260625-161331,,xxhash3_128-256k,hash,,-1,,262144,cajeta,,,,--release -O3 -march=native,30,200,1643,1663,1701,2114,,,13475644,-1,200,-1,56,ok,true,,
1,20260625-161331,,siphash,hash,,-1,,1048576,cajeta,,,,--release -O3 -march=native,20,100,246074,246234,247362,249490,,,13476704,-1,0,-1,16,ok,true,,
1,20260625-161331,,sha256,hash,,-1,,1048576,cajeta,,,,--release -O3 -march=native,10,50,415093,416034,417210,419320,,,13477764,-1,40,-1,20,ok,true,,
1,20260625-161331,,md5,hash,,-1,,1048576,cajeta,,,,--release -O3 -march=native,10,50,1256788,1259954,1260273,1265625,,,13478824,-1,24,-1,20,ok,true,,
1,20260625-161331,,blake3,hash,,-1,,1048576,cajeta,,,,--release -O3 -march=native,20,100,185940,186601,187719,196009,,,13479896,-1,0,-1,16,ok,true,,
1,20260625-161331,,stream-filter-map-reduce,stream,,-1,,1000000,cajeta,,,,--release -O3 -march=native,5,30,23422605,23501534,23521277,23648111,,,13487924,-1,0,-1,20,ok,true,,
1,20260625-161331,,stream-parallel-reduce,stream,,-1,,1000000,cajeta,,,,--release -O3 -march=native,5,30,9887161,10733826,10758995,12143873,,,13496240,-1,400,-1,32,ok,true,,
1,20260625-161331,,saxpy,math,,-1,,1000000,cajeta,,,,--release -O3 -march=native,10,50,214785,223612,223410,231987,,,13519712,-1,0,-1,16,ok,true,,
1,20260625-161331,,dot-product,math,,-1,,1000000,cajeta,,,,--release -O3 -march=native,10,50,101681,102363,103658,108926,,,13535372,-1,0,-1,16,ok,true,,
1,20260625-161331,,matmul,math,,-1,,40000,cajeta,,,,--release -O3 -march=native,10,50,51277,51998,58695,78528,,,13537368,-1,0,-1,16,ok,true,,
1,20260625-161331,,clbg-mandelbrot,clbg,,-1,,640000,cajeta,,,,--release -O3 -march=native,5,20,28727551,28773388,28802480,29147783,,,13537404,-1,0,-1,20,ok,true,,
1,20260625-161331,,clbg-fannkuch-redux,clbg,,-1,,10,cajeta,,,,--release -O3 -march=native,3,10,151403982,152966097,153179255,159588676,,,13537436,-1,0,-1,16,ok,true,,
1,20260625-161331,,clbg-spectral-norm,clbg,,-1,,100,cajeta,,,,--release -O3 -march=native,5,30,101351,101691,103465,111120,,,13537468,-1,0,-1,16,ok,true,,
1,20260625-161331,,time-instant-arith,time,,-1,,1000000,cajeta,,,,--release -O3 -march=native,10,50,21495334,21529989,21629645,21590373,,,13537504,-1,0,-1,16,ok,true,,
1,20260625-161331,,time-localdate-arith,time,,-1,,100000,cajeta,,,,--release -O3 -march=native,5,30,2070873,2072666,2076643,2098865,,,13537536,-1,0,-1,16,ok,true,,
1,20260625-161331,,atomic-fetchadd,concurrent,,-1,,1000000,cajeta,,,,--release -O3 -march=native,10,50,5270942,5277805,5282092,5311809,,,13537576,-1,0,-1,20,ok,true,,
1,20260625-161331,,task-spawn-await,concurrent,,-1,,20000,cajeta,,,,--release -O3 -march=native,2,3,80437670,82071118,81713684,82632265,,,13537624,-1,320000,-1,16,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),serde_json,1,-O3 lto target-cpu=native,3,10,981881,1001067,1006783,1090475,601.6,MB/s,5512,-1,2075867,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),simd-json,0.13,-O3 lto target-cpu=native,3,10,728372,757657,902152,1686358,794.9,MB/s,8220,-1,6422251,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),serde_json,1,-O3 lto target-cpu=native,3,10,1609072,1638818,1907036,2767234,1005.1,MB/s,12064,-1,7977886,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),simd-json,0.13,-O3 lto target-cpu=native,3,10,1626535,1639820,1637464,1650230,1004.5,MB/s,14524,-1,15359747,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),serde_json,1,-O3 lto target-cpu=native,3,10,3540622,3560179,3566472,3615313,603.0,MB/s,15200,-1,12331962,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),simd-json,0.13,-O3 lto target-cpu=native,3,10,3791274,3816561,3813051,3840557,562.5,MB/s,27000,-1,32022239,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,simdjson,4.6.1,-O3 -march=native,3,10,82796,86614,86194,94347,6953.4,MB/s,7572,-1,8640580,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,yyjson,0.10,-O3 -march=native,3,10,113303,113994,115259,126107,5283.2,MB/s,7572,-1,8640580,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,simdjson,4.6.1,-O3 -march=native,3,10,231055,231767,233115,244090,7107.1,MB/s,13216,-1,23614916,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,yyjson,0.10,-O3 -march=native,3,10,306557,309824,315297,338988,5316.5,MB/s,13216,-1,23614916,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,simdjson,4.6.1,-O3 -march=native,3,10,1234066,1239306,1239513,1251408,1732.2,MB/s,21104,-1,30774084,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,yyjson,0.10,-O3 -march=native,3,10,1323895,1343041,1344511,1393335,1598.4,MB/s,21104,-1,30774084,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,go,go version go1.26.0 linux/amd64,encoding/json,go1.26.0,GOAMD64=v4,3,10,3441715,3896453,3917127,4313357,154.6,MB/s,9448,-1,2076768,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,go,go version go1.26.0 linux/amd64,goccy/go-json,v0.10.5,GOAMD64=v4,3,10,2326043,2660864,2665520,3069253,226.3,MB/s,15724,-1,2700424,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,go,go version go1.26.0 linux/amd64,encoding/json,go1.26.0,GOAMD64=v4,3,10,8488595,9706550,9613173,10498303,169.7,MB/s,18320,-1,5131216,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,go,go version go1.26.0 linux/amd64,goccy/go-json,v0.10.5,GOAMD64=v4,3,10,5251716,6145110,5981453,6838636,268.0,MB/s,29788,-1,7442184,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,go,go version go1.26.0 linux/amd64,encoding/json,go1.26.0,GOAMD64=v4,3,10,15396442,17003831,16938193,18653940,126.3,MB/s,30596,-1,10583560,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,go,go version go1.26.0 linux/amd64,goccy/go-json,v0.10.5,GOAMD64=v4,3,10,12933340,15419125,15512184,18859037,139.2,MB/s,38384,-1,12032912,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,python,Python 3.12.9,json,3.12.9,-OO,3,10,1757571,1764495,1769160,1803098,341.3,MB/s,17412,-1,3789202,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,python,Python 3.12.9,orjson,3.11.9,-OO,3,10,666967,688527,684259,709827,874.7,MB/s,18420,-1,8617067,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,python,Python 3.12.9,msgspec,0.21.1,-OO,3,10,915866,933980,935871,1009442,644.8,MB/s,20264,-1,1027124,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,python,Python 3.12.9,ujson,5.13.0,-OO,3,10,1139317,1155407,1165885,1271146,521.3,MB/s,25056,-1,4162479,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,python,Python 3.12.9,json,3.12.9,-OO,3,10,4038650,4074368,4063803,4086861,404.3,MB/s,35200,-1,6683914,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,python,Python 3.12.9,orjson,3.11.9,-OO,3,10,2072194,2094938,2101920,2174538,786.3,MB/s,38016,-1,23926940,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,python,Python 3.12.9,msgspec,0.21.1,-OO,3,10,2740824,2804013,2806339,2904223,587.4,MB/s,38016,-1,3214972,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,python,Python 3.12.9,ujson,5.13.0,-OO,3,10,3002738,3056449,3276586,5173699,538.9,MB/s,38464,-1,11438111,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,python,Python 3.12.9,json,3.12.9,-OO,3,10,31494786,31681007,31747352,32361790,67.8,MB/s,54136,-1,10313930,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,python,Python 3.12.9,orjson,3.11.9,-OO,3,10,5641731,5776965,5769635,5903514,371.6,MB/s,57720,-1,34149521,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,python,Python 3.12.9,msgspec,0.21.1,-OO,3,10,6046974,6152143,6134826,6218077,348.9,MB/s,58744,-1,8061455,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,python,Python 3.12.9,ujson,5.13.0,-OO,3,10,8767802,8859214,8866348,9095949,242.3,MB/s,58748,-1,17065982,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,twitter,631514,,631514,java,openjdk version 25.0.1 2025-10-21 LTS,jackson-databind,2.22.0,-server,3,10,1168141,1205291,1263696,1678322,499.7,MB/s,111268,-1,1459032,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,citm_catalog,1727204,,1727204,java,openjdk version 25.0.1 2025-10-21 LTS,jackson-databind,2.22.0,-server,3,10,1676179,2081442,2048807,2508417,791.4,MB/s,141240,-1,3811144,-1,-1,ok,true,,
1,20260625-161331,1782418411,json-dom,codec,canada,2251051,,2251051,java,openjdk version 25.0.1 2025-10-21 LTS,jackson-databind,2.22.0,-server,3,10,15523331,17841709,19273386,26681036,120.3,MB/s,574052,-1,49839064,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3,hash,,1048576,,1048576,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),xxhash-rust,0.8,-O3 lto target-cpu=native,3,10,11552,11793,11812,12083,84796.1,MB/s,3396,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128,hash,,1048576,,1048576,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),xxhash-rust,0.8,-O3 lto target-cpu=native,3,10,11782,11812,11814,11852,84659.7,MB/s,3464,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3-256k,hash,,262144,,262144,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),xxhash-rust,0.8,-O3 lto target-cpu=native,3,10,2905,2915,2910,2916,85763.3,MB/s,3464,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128-256k,hash,,262144,,262144,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),xxhash-rust,0.8,-O3 lto target-cpu=native,3,10,2896,2915,2909,2916,85763.3,MB/s,3464,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,sha256,hash,,1048576,,1048576,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),sha2,0.10,-O3 lto target-cpu=native,3,10,415242,418228,474262,736087,2391.0,MB/s,3464,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,md5,hash,,1048576,,1048576,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),md-5,0.10,-O3 lto target-cpu=native,3,10,1085676,1087068,1088427,1104471,919.9,MB/s,3464,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,blake3,hash,,1048576,,1048576,rust,rustc 1.91.1 (ed61e7d7e 2025-11-07),blake3,1,-O3 lto target-cpu=native,3,10,84670,84810,85140,87425,11791.1,MB/s,3472,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3,hash,,1048576,,1048576,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,xxHash,0.8.3,-O3 -march=native,3,10,7013,7063,7086,7284,141582.9,MB/s,6864,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128,hash,,1048576,,1048576,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,xxHash,0.8.3,-O3 -march=native,3,10,7093,7123,7122,7163,140390.3,MB/s,7060,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3-256k,hash,,262144,,262144,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,xxHash,0.8.3,-O3 -march=native,3,10,1643,1653,1653,1664,151240.2,MB/s,7060,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128-256k,hash,,262144,,262144,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,xxHash,0.8.3,-O3 -march=native,3,10,1653,1663,1661,1673,150330.7,MB/s,7060,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,sha256,hash,,1048576,,1048576,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,openssl,3.5.5,-O3 -march=native,3,10,415673,416064,417304,420542,2403.5,MB/s,9800,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,md5,hash,,1048576,,1048576,cpp,g++ (Ubuntu 15.2.0-16ubuntu1) 15.2.0,openssl,3.5.5,-O3 -march=native,3,10,923350,927117,926570,928159,1078.6,MB/s,9804,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,blake3,hash,,1048576,,1048576,cpp,,,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,BLAKE3 C library not vendored,
1,20260625-161331,1782418411,xxhash3,hash,,1048576,,1048576,go,go version go1.26.0 linux/amd64,zeebo/xxh3,v1.0.2,GOAMD64=v4,3,10,15649,15670,15690,15910,63816.2,MB/s,4552,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128,hash,,1048576,,1048576,go,go version go1.26.0 linux/amd64,zeebo/xxh3,v1.0.2,GOAMD64=v4,3,10,15630,15680,15701,15880,63775.5,MB/s,4596,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3-256k,hash,,262144,,262144,go,go version go1.26.0 linux/amd64,zeebo/xxh3,v1.0.2,GOAMD64=v4,3,10,3917,3918,3934,4057,63808.1,MB/s,4620,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128-256k,hash,,262144,,262144,go,go version go1.26.0 linux/amd64,zeebo/xxh3,v1.0.2,GOAMD64=v4,3,10,3917,3927,3925,3937,63661.8,MB/s,4628,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,sha256,hash,,1048576,,1048576,go,go version go1.26.0 linux/amd64,crypto/sha256,go1.26.0,GOAMD64=v4,3,10,415563,416856,417512,420272,2398.9,MB/s,4640,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,md5,hash,,1048576,,1048576,go,go version go1.26.0 linux/amd64,crypto/md5,go1.26.0,GOAMD64=v4,3,10,924322,926596,927176,933549,1079.2,MB/s,4648,-1,0,-1,-1,ok,true,,
1,20260625-161331,1782418411,blake3,hash,,1048576,,1048576,go,go version go1.26.0 linux/amd64,lukechampine/blake3,v1,GOAMD64=v4,3,10,67968,128192,146163,284636,7800.8,MB/s,8876,-1,48416,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3,hash,,1048576,,1048576,python,Python 3.12.9,xxhash,3.7.0,-OO,3,10,23273,23444,24054,28864,42654.8,MB/s,18880,-1,45,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128,hash,,1048576,,1048576,python,Python 3.12.9,xxhash,3.7.0,-OO,3,10,23625,23734,23734,23925,42133.6,MB/s,18880,-1,132,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3-256k,hash,,262144,,262144,python,Python 3.12.9,xxhash,3.7.0,-OO,3,10,5981,5992,6013,6081,41722.3,MB/s,19136,-1,45,-1,-1,ok,true,,
1,20260625-161331,1782418411,xxhash3_128-256k,hash,,262144,,262144,python,Python 3.12.9,xxhash,3.7.0,-OO,3,10,6061,6092,6096,6152,41037.4,MB/s,19136,-1,132,-1,-1,ok,true,,
1,20260625-161331,1782418411,sha256,hash,,1048576,,1048576,python,Python 3.12.9,hashlib,3.12.9,-OO,3,10,415924,416254,417354,420182,2402.4,MB/s,19136,-1,97,-1,-1,ok,true,,
1,20260625-161331,1782418411,md5,hash,,1048576,,1048576,python,Python 3.12.9,hashlib,3.12.9,-OO,3,10,923901,926796,926935,930764,1079.0,MB/s,19136,-1,81,-1,-1,ok,true,,
1,20260625-161331,1782418411,blake3,hash,,1048576,,1048576,python,Python 3.12.9,blake3,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,blake3 module not importable,
1,20260625-161331,1782418411,xxhash3,hash,,1048576,,1048576,java,,,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,no JDK stdlib xxHash; jar not provisioned,
1,20260625-161331,1782418411,xxhash3_128,hash,,1048576,,1048576,java,,,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,no JDK stdlib xxHash; jar not provisioned,
1,20260625-161331,1782418411,xxhash3-256k,hash,,1048576,,1048576,java,,,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,no JDK stdlib xxHash; jar not provisioned,
1,20260625-161331,1782418411,xxhash3_128-256k,hash,,1048576,,1048576,java,,,,,0,0,-1,-1,-1,-1,,,-1,-1,-1,-1,-1,skipped,,no JDK stdlib xxHash; jar not provisioned,
1,20260625-161331,1782418411,sha256,hash,,1048576,,1048576,java,openjdk version 25.0.1 2025-10-21 LTS,java.security.MessageDigest,25.0.1,-server,3,10,519659,527955,529404,553823,1894.1,MB/s,54440,-1,48,-1,-1,ok,true,,
